Period,Temperature,Effective Temperature,Wind Speed,Wind Direction,Precipitation Amount,Precipitation Type,Solar Radiation,Humidity,Cloud Cover,Demand
13,7.199996948,12.2872467,3,30,0,0,10,87,8,76.7221
14,7.599998474,12.2872467,3.5,30,0,0,90,87,8,94.8027
15,8,12.2872467,4,30,0,0,170,87,8,115.3571
16,8.549995422,12.2872467,5,30,0,0,355,86.5,8,125.9662
17,9.099998474,12.2872467,6,30,0,0,540,86,8,123.0037
18,9.649993896,12.2872467,6,35,0,0,735,82.5,8,118.8017
19,10.19999695,12.2872467,6,40,0,0,930,79,8,115.4151
20,10.59999847,12.2872467,6,35,0,0,1135,79,8,111.0616
21,11,12.2872467,6,30,0,0,1340,79,7,106.5088
22,12.25,12.2872467,6.5,30,0,0,1825,75,7,104.0248
23,13.5,12.2872467,7,30,0,0,2310,71,7,102.1834
24,13.59999847,12.2872467,6.5,35,0,0,2310,71,5,104.0954
25,13.69999695,12.2872467,6,40,0,0,2310,71,2,106.05
26,14.09999847,12.2872467,6.5,40,0,0,2230,67.5,4,106.6432
27,14.5,12.2872467,7,40,0,0,2150,64,6,102.4764
28,14.44999695,12.2872467,6,45,0,0,1885,63.5,7,99.719
29,14.3999939,12.2872467,5,50,0,0,1620,63,7,99.8542
30,14.25,12.2872467,5.5,50,0,0,1700,64,8,100.0938
31,14.09999847,12.2872467,6,50,0,0,1780,65,8,101.1264
32,13.8999939,12.2872467,6,50,0,0,1305,65,8,110.3938
33,13.69999695,12.2872467,6,50,0,0,830,65,7,122.9315
34,13.59999847,12.2872467,6,50,0,0,710,66,8,139.2259
35,13.5,12.2872467,6,50,0,0,590,67,8,155.3469
36,12.6499939,12.2872467,6,45,0,0,475,73.5,8,165.2063
37,11.79999542,12.2872467,6,40,0,0,360,80,8,175.5934
38,11.25,12.2872467,5.5,40,0,0,225,83,7,177.1324
39,10.69999695,12.2872467,5,40,0,2,90,86,6,174.1017
40,10.19999695,12.2872467,4.5,30,0.099999964,2,65,88.5,7,170.215
41,9.699996948,12.2872467,4,20,0.199999928,2,40,91,7,167.6721
42,9.599998474,12.2872467,4.5,25,0.099999964,2,20,91,7,166.9806
43,9.5,12.2872467,5,30,0,0,0,91,7,163.7949
44,9.099998474,12.2872467,5,30,0.299999952,0,0,95.5,7,154.6958
45,8.699996948,12.2872467,5,30,0.599999905,2,0,100,7,145.8747
46,8.599998474,12.2872467,4.5,25,0.5,2,0,100,7,131.1618
47,8.5,12.2872467,4,20,0.399999857,2,0,100,7,113.8059
48,8.449996948,12.2872467,4,25,0.299999952,2,0,100,8,98.6222
1,8.399993896,10.2480545,4,30,0.199999928,2,0,100,8,85.1884
2,8.399993896,10.2480545,4,30,0.099999964,2,0,100,8,78.5914
3,8.399993896,10.2480545,4,30,0,2,0,100,8,79.9654
4,8.399993896,10.2480545,4,30,0,2,0,100,8,66.5226
5,8.199996948,10.2480545,4,20,0.799999714,2,0,100,8,64.8592
6,8.25,10.2480545,4,25,0.399999857,2,0,100,8,61.2218
7,8.299995422,10.2480545,4,30,0,2,0,100,8,58.4975
8,8.299995422,10.2480545,4,30,0.099999964,2,0,100,8,58.5592
9,8.299995422,10.2480545,4,30,0.199999928,0,0,100,8,56.7879
10,8.199996948,10.2480545,4,20,0.199999928,0,0,100,8,55.0388
11,8.099998474,10.2480545,4,10,0.199999928,2,0,100,8,59.5833
12,8.049995422,10.2480545,3.5,15,0.099999964,2,0,100,8,58.3275
13,8,10.2480545,3,20,0,0,0,100,8,64.9895
14,8,10.2480545,2.5,20,0.099999964,0,15,100,8,72.8597
15,8,10.2480545,2,20,0.199999928,2,30,100,8,88.9422
16,8,10.2480545,1.5,20,0.299999952,2,50,100,8,101.5818
17,8,10.2480545,1,20,0.399999857,2,70,100,8,117.5292
18,8,10.2480545,2,20,0.299999952,2,115,100,8,128.4369
19,8,10.2480545,3,20,0.199999928,0,160,100,7,135.969
20,8.099998474,10.2480545,3.5,20,0.199999928,0,225,100,7,140.5316
21,8.199996948,10.2480545,4,20,0.199999928,0,290,100,7,141.2723
22,8.199996948,10.2480545,3.5,20,0.099999964,0,320,100,8,142.2417
23,8.199996948,10.2480545,3,20,0,0,350,100,8,144.2479
24,8.25,10.2480545,3.5,15,0,0,455,100,8,143.9028
25,8.299995422,10.2480545,4,10,0,0,560,100,8,145.1262
26,8.449996948,10.2480545,4,15,0,0,530,99,8,145.9067
27,8.599998474,10.2480545,4,20,0,0,500,98,8,143.7492
28,8.849998474,10.2480545,3.5,25,0,0,515,96.5,8,135.2595
29,9.099998474,10.2480545,3,30,0,0,530,95,8,132.2887
30,9,10.2480545,3.5,25,0,0,455,95,8,132.3265
31,8.899993896,10.2480545,4,20,0,0,380,95,8,130.0805
32,8.899993896,10.2480545,3.5,25,0,0,325,95,8,132.9742
33,8.899993896,10.2480545,3,30,0,0,270,95,8,139.5918
34,8.899993896,10.2480545,3.5,30,0,0,270,94.5,8,149.9141
35,8.899993896,10.2480545,4,30,0,0,270,94,8,162.6919
36,9.049995422,10.2480545,4,30,0,0,295,93.5,8,170.981
37,9.199996948,10.2480545,4,30,0,0,320,93,8,177.0787
38,9.099998474,10.2480545,4,25,0,0,295,93,8,177.321
39,9,10.2480545,4,20,0,0,270,93,8,174.3438
40,8.849998474,10.2480545,3.5,25,0,0,185,93,8,167.4128
41,8.699996948,10.2480545,3,30,0,0,100,93,8,160.1624
42,8.599998474,10.2480545,2.5,45,0,0,80,93,8,160.8019
43,8.5,10.2480545,2,60,0,0,60,93,8,157.0791
44,8.399993896,10.2480545,2,55,0,0,30,93,8,152.2353
45,8.299995422,10.2480545,2,50,0,0,0,93,8,144.8364
46,8.25,10.2480545,2.5,45,0,0,0,92,8,136.3907
47,8.199996948,10.2480545,3,40,0,0,0,91,8,121.4255
48,8,10.2480545,3.5,50,0,0,0,91,8,105.3013
1,7.799999237,9.788749695,4,60,0,0,0,91,8,90.7402
2,7.699996948,9.788749695,3.5,50,0,0,0,91,8,82.4583
3,7.599998474,9.788749695,3,40,0,0,0,91,8,84.6171
4,7.599998474,9.788749695,3,40,0,0,0,91,8,68.231
5,7.299999237,9.788749695,3,40,0,0,0,95,8,67.1106
6,7.25,9.788749695,2,35,0,0,0,96,8,62.1437
7,7.199996948,9.788749695,1,30,0,0,0,97,8,59.2995
8,7.149997711,9.788749695,1.5,25,0,0,0,98,8,58.3069
9,7.099998474,9.788749695,2,20,0,0,0,99,8,57.0302
10,6.949996948,9.788749695,3,20,0,0,0,98,8,54.9379
11,6.799999237,9.788749695,4,20,0,0,0,97,8,56.7108
12,6.699996948,9.788749695,4,25,0,0,5,97,8,56.531
13,6.599998474,9.788749695,4,30,0,0,10,97,8,60.0097
14,6.649997711,9.788749695,4,30,0,0,40,95.5,8,67.3024
15,6.699996948,9.788749695,4,30,0,0,70,94,8,77.2127
16,6.949996948,9.788749695,3.5,30,0,0,150,93.5,8,91.4657
17,7.199996948,9.788749695,3,30,0,0,230,93,8,104.8452
18,7.349998474,9.788749695,3.5,35,0,0,285,91.5,8,124.5789
19,7.5,9.788749695,4,40,0,0,340,90,8,133.4381
20,7.75,9.788749695,3.5,35,0,0,425,89,8,146.6656
21,8,9.788749695,3,30,0,0,510,88,8,151.8928
22,8.299995422,9.788749695,3.5,30,0,0,595,88,8,159.0565
23,8.599998474,9.788749695,4,30,0,0,680,88,8,160.6897
24,8.75,9.788749695,4,25,0,0,685,87.5,8,162.459
25,8.899993896,9.788749695,4,20,0,0,690,87,8,166.1269
26,9.149993896,9.788749695,3.5,25,0,0,705,85,7,165.6234
27,9.399993896,9.788749695,3,30,0,0,720,83,6,161.1085
28,9.949996948,9.788749695,3.5,20,0,0,815,82.5,7,155.5893
29,10.5,9.788749695,4,10,0,0,910,82,8,148.2449
30,10.79999542,9.788749695,4,185,0,0,875,81.5,8,145.4969
31,11.09999847,9.788749695,4,360,0,0,840,81,7,145.5705
32,11.34999847,9.788749695,3.5,185,0,0,850,79.5,7,146.595
33,11.59999847,9.788749695,3,10,0,0,860,78,6,154.6399
34,11.44999695,9.788749695,3.5,15,0,0,765,77.5,7,163.9401
35,11.29999542,9.788749695,4,20,0,0,670,77,8,172.2886
36,11.25,9.788749695,4,20,0,0,565,78,8,179.7368
37,11.19999695,9.788749695,4,20,0,0,460,79,8,181.3779
38,11,9.788749695,3.5,20,0,0,340,81,8,182.4033
39,10.79999542,9.788749695,3,20,0,0,220,83,8,180.8161
40,10.69999695,9.788749695,3.5,20,0,0,200,82.5,8,177.0507
41,10.59999847,9.788749695,4,20,0,0,180,82,8,171.0846
42,10.44999695,9.788749695,4,20,0,0,165,83.5,8,165.7398
43,10.29999542,9.788749695,4,20,0,0,150,85,8,169.1416
44,10.1499939,9.788749695,2.5,25,0,0,75,86,8,162.5923
45,10,9.788749695,1,30,0,0,0,87,8,150.7372
46,9.849998474,9.788749695,1,35,0,0,0,89.5,8,132.2559
47,9.699996948,9.788749695,1,40,0,0,0,92,8,111.7702
48,9.549995422,9.788749695,1,25,0,0,0,93.5,8,92.8649
1,9.399993896,10.79608154,1,10,0,0,0,95,8,78.6264
2,9,10.79608154,2,10,0,0,0,97,8,72.5813
3,8.599998474,10.79608154,3,10,0,0,0,99,8,74.1328
4,8.599998474,10.79608154,3,10,0,0,0,99,8,61.706
5,8.799995422,10.79608154,2,20,0,0,0,99,8,61.7936
6,8.849998474,10.79608154,2.5,15,0,0,0,99,8,58.7069
7,8.899993896,10.79608154,3,10,0,0,0,99,7,55.8715
8,8.899993896,10.79608154,3.5,185,0,0,0,97.5,8,55.7662
9,8.899993896,10.79608154,4,360,0,0,0,96,8,54.4474
10,8.699996948,10.79608154,3.5,190,0,0,0,94,8,53.0909
11,8.5,10.79608154,3,20,0,0,0,92,7,57.4971
12,8.399993896,10.79608154,3.5,15,0,0,5,92.5,8,60.8988
13,8.299995422,10.79608154,4,10,0,0,10,93,8,79.216
14,8.149993896,10.79608154,4.5,15,0,0,50,93,8,96.8647
15,8,10.79608154,5,20,0,0,90,93,8,114.93
16,7.949996948,10.79608154,5,190,0,0,115,94,8,129.2384
17,7.899997711,10.79608154,5,360,0,0,140,95,8,124.6649
18,8,10.79608154,4.5,190,0,0,210,94,8,119.9586
19,8.099998474,10.79608154,4,20,0,0,280,93,8,118.4549
20,8.25,10.79608154,4,15,0,0,365,92.5,8,114.6309
21,8.399993896,10.79608154,4,10,0,0,450,92,8,111.3096
22,9,10.79608154,4,185,0,0,630,89.5,8,109.4357
23,9.599998474,10.79608154,4,360,0,0,810,87,8,107.5413
24,10.09999847,10.79608154,4,355,0,0,1045,86,8,105.7453
25,10.59999847,10.79608154,4,350,0,0,1280,85,8,105.7575
26,11.29999542,10.79608154,4,190,0,0,1645,82.5,8,108.1201
27,12,10.79608154,4,30,0,0,2010,80,8,104.7172
28,12.75,10.79608154,3.5,25,0,0,2345,80,7,99.2434
29,13.5,10.79608154,3,20,0,0,2680,80,5,97.9634
30,14.29999542,10.79608154,3,20,0,0,2825,78.5,3,95.5882
31,15.09999847,10.79608154,3,20,0,0,2970,77,1,95.5198
32,15.59999847,10.79608154,4,185,0,0,2825,73.5,4,101.051
33,16.09999084,10.79608154,5,350,0,0,2680,70,6,110.923
34,16.5,10.79608154,4.5,185,0,0,2465,69,5,127.7741
35,16.8999939,10.79608154,4,20,0,0,2250,68,3,142.0133
36,17.19999695,10.79608154,3.5,180,0,0,1980,68.5,6,148.9708
37,17.5,10.79608154,3,340,0,0,1710,69,8,156.2133
38,17.25,10.79608154,3.5,345,0,0,1440,71,8,157.0406
39,17,10.79608154,4,350,0,0,1170,73,7,156.4378
40,16.04998779,10.79608154,3.5,185,0,0,840,76.5,7,153.6523
41,15.09999847,10.79608154,3,20,0,0,510,80,6,149.4746
42,14.1499939,10.79608154,2.5,20,0,0,300,84,5,148.1636
43,13.19999695,10.79608154,2,20,0,0,90,88,4,152.2239
44,12.25,10.79608154,2,185,0,0,45,91,4,153.7264
45,11.29999542,10.79608154,2,350,0,0,0,94,4,146.834
46,11.09999847,10.79608154,2,350,0,0,0,97,3,129.1056
47,10.8999939,10.79608154,2,350,0,0,0,100,1,107.5014
48,10.69999695,10.79608154,2,340,0,0,0,100,1,88.6113
1,10.5,16.21022034,2,330,0,0,0,100,1,74.43
2,10.3999939,16.21022034,2.5,335,0,0,0,98.5,2,68.1376
3,10.29999542,16.21022034,3,340,0,0,0,97,2,68.7675
4,10.29999542,16.21022034,3,340,0,0,0,97,2,60.5218
5,9.699996948,16.21022034,2,320,0,0,0,97,1,59.8347
6,9.399993896,16.21022034,1.5,310,0,0,0,97,1,57.1968
7,9.099998474,16.21022034,1,300,0,0,0,97,1,54.788
8,8.799995422,16.21022034,1,310,0,0,0,96,3,55.0548
9,8.5,16.21022034,1,320,0,0,0,95,4,54.1168
10,8.449996948,16.21022034,1.5,310,0,0,0,95.5,3,52.6736
11,8.399993896,16.21022034,2,300,0,0,0,96,1,55.9895
12,8.25,16.21022034,1.5,300,0,0,25,97.5,1,60.0398
13,8.099998474,16.21022034,1,300,0,0,50,99,1,75.1714
14,9.099998474,16.21022034,1,320,0,0,220,95.5,3,92.2671
15,10.09999847,16.21022034,1,340,0,0,390,92,5,108.4764
16,11.79999542,16.21022034,2,330,0,0,665,89.5,4,115.4758
17,13.5,16.21022034,3,320,0,0,940,87,2,112.6085
18,14.19999695,16.21022034,3.5,320,0,0,1240,84.5,2,106.8122
19,14.8999939,16.21022034,4,320,0,0,1540,82,2,105.065
20,16.1499939,16.21022034,4,330,0,0,1835,78,2,98.8032
21,17.3999939,16.21022034,4,340,0,0,2130,74,2,96.3848
22,18.09999084,16.21022034,4,345,0,0,2375,71,2,94.4626
23,18.79998779,16.21022034,4,350,0,0,2620,68,1,91.598
24,19.34999084,16.21022034,4,350,0,0,2790,67,2,93.1536
25,19.8999939,16.21022034,4,350,0,0,2960,66,2,94.3414
26,20.44999695,16.21022034,4,345,0,0,3055,64.5,2,94.8015
27,21,16.21022034,4,340,0,0,3150,63,1,90.0612
28,21.3999939,16.21022034,4,325,0,0,3160,61,1,88.4787
29,21.79998779,16.21022034,4,310,0,0,3170,59,1,87.8941
30,22.19999695,16.21022034,4,325,0,0,3075,59.5,1,86.4764
31,22.59999084,16.21022034,4,340,0,0,2980,60,1,88.1745
32,22.84999084,16.21022034,4,345,0,0,2825,60,1,94.2931
33,23.09999084,16.21022034,4,350,0,0,2670,60,1,104.122
34,23.1499939,16.21022034,3.5,335,0,0,2445,56.5,1,118.1476
35,23.19999695,16.21022034,3,320,0,0,2220,53,1,130.2619
36,23.1499939,16.21022034,3,330,0,0,1935,57,1,139.3908
37,23.09999084,16.21022034,3,340,0,0,1650,61,1,143.6073
38,22.59999084,16.21022034,3.5,330,0,0,1335,60.5,1,144.3998
39,22.09999084,16.21022034,4,320,0,0,1020,60,1,142.7922
40,21.29998779,16.21022034,3.5,320,0,0,775,62,1,140.8663
41,20.5,16.21022034,3,320,0,0,530,64,1,139.3573
42,19.25,16.21022034,3,320,0,0,325,68,1,139.0793
43,18,16.21022034,3,320,0,0,120,72,1,144.2457
44,16.84999084,16.21022034,3,325,0,0,60,75,1,145.0942
45,15.69999695,16.21022034,3,330,0,0,0,78,1,140.253
46,14.94999695,16.21022034,2.5,330,0,0,0,80,1,122.2231
47,14.19999695,16.21022034,2,330,0,0,0,82,1,102.6694
48,14.1499939,16.21022034,1.5,315,0,0,0,81,1,85.146
1,14.09999847,19.42687988,1,300,0,0,0,80,1,72.5876
2,13.5,19.42687988,1.5,300,0,0,0,80.5,2,65.79
3,12.8999939,19.42687988,2,300,0,0,0,81,2,64.9536
4,12.8999939,19.42687988,2,300,0,0,0,81,2,58.0015
5,11.69999695,19.42687988,1,310,0,0,0,83,1,56.7706
6,11.29999542,19.42687988,1,305,0,0,0,86,1,53.8211
7,10.8999939,19.42687988,1,300,0,0,0,89,1,52.8222
8,10.75,19.42687988,1.5,305,0,0,0,88,1,53.0637
9,10.59999847,19.42687988,2,310,0,0,0,87,1,52.3479
10,10.59999847,19.42687988,2,310,0,0,0,86.5,1,51.6039
11,10.59999847,19.42687988,2,310,0,0,0,86,1,54.4863
12,10.3999939,19.42687988,1.5,310,0,0,30,89,1,58.7875
13,10.19999695,19.42687988,1,310,0,0,60,92,1,71.0519
14,11.1499939,19.42687988,1,160,0,0,235,89,4,85.5695
15,12.09999847,19.42687988,1,10,0,0,410,86,6,104.6754
16,13.04999542,19.42687988,1,185,0,0,675,84,5,108.7517
17,14,19.42687988,1,360,0,0,940,82,4,107.8261
18,15.25,19.42687988,2,350,0,0,1230,80,4,105.0696
19,16.5,19.42687988,3,340,0,0,1520,78,4,102.8245
20,17.19999695,19.42687988,3,175,0,0,1800,77,4,97.4472
21,17.8999939,19.42687988,3,10,0,0,2080,76,4,93.2297
22,18.69999695,19.42687988,3,15,0,0,2320,75,4,92.6837
23,19.5,19.42687988,3,20,0,0,2560,74,3,90.2268
24,20.04998779,19.42687988,2.5,185,0,0,2735,72.5,3,93.2593
25,20.59999084,19.42687988,2,350,0,0,2910,71,2,95.1913
26,21.19999695,19.42687988,2.5,180,0,0,3000,69,3,94.4404
27,21.79998779,19.42687988,3,10,0,0,3090,67,3,89.3047
28,22.34999084,19.42687988,2,10,0,0,3100,66.5,3,87.3834
29,22.8999939,19.42687988,1,10,0,0,3110,66,2,86.7684
30,23.29998779,19.42687988,1.5,185,0,0,3035,64.5,3,86.2169
31,23.69999695,19.42687988,2,360,0,0,2960,63,3,89.4869
32,24.1499939,19.42687988,2,195,0,0,2800,61,3,95.0976
33,24.59999084,19.42687988,2,30,0,0,2640,59,2,103.7153
34,24.79998779,19.42687988,2,195,0,0,2385,59.5,3,116.2594
35,25,19.42687988,2,360,0,0,2130,60,4,128.0514
36,24.6499939,19.42687988,1.5,200,0,0,1740,60.5,4,135.1313
37,24.29998779,19.42687988,1,40,0,0,1350,61,4,139.7783
38,24.5,19.42687988,1,45,0,0,1145,60.5,3,140.0218
39,24.69999695,19.42687988,1,50,0,0,940,60,2,139.3947
40,24,19.42687988,1,40,0,0,710,63,2,140.1941
41,23.29998779,19.42687988,1,30,0,0,480,66,2,137.2167
42,22,19.42687988,2.5,185,0,0,290,75,4,137.3103
43,20.69999695,19.42687988,4,340,0,0,100,84,6,140.6568
44,19.29998779,19.42687988,3.5,350,0,0,50,86.5,4,142.0439
45,17.8999939,19.42687988,3,360,0,0,0,89,1,137.5233
46,17.29998779,19.42687988,3,345,0,0,0,89.5,2,121.7006
47,16.69999695,19.42687988,3,330,0,0,0,90,3,101.8758
48,16.09999084,19.42687988,2.5,315,0,0,0,90,4,85.2584
1,15.5,20.00708008,2,300,0,0,0,90,4,72.4853
2,14.44999695,20.00708008,2,305,0,0,0,91.5,4,65.6887
3,13.3999939,20.00708008,2,310,0,0,0,93,3,63.5398
4,13.3999939,20.00708008,2,310,0,0,0,93,3,56.3686
5,12.59999847,20.00708008,3,320,0,0,0,98,1,54.8444
6,12.5,20.00708008,2.5,315,0,0,0,99,4,52.4598
7,12.3999939,20.00708008,2,310,0,0,0,100,7,51.5306
8,12.54999542,20.00708008,2.5,310,0,0,0,100,8,52.0947
9,12.69999695,20.00708008,3,310,0,0,0,100,8,51.2496
10,12.84999847,20.00708008,3,315,0,0,0,99.5,8,52.0477
11,13,20.00708008,3,320,0,0,0,99,8,53.7506
12,13,20.00708008,3,320,0,0,15,99.5,8,57.3887
13,13,20.00708008,3,320,0,0,30,100,8,70.8935
14,13,20.00708008,3,315,0,0,95,100,8,85.0193
15,13,20.00708008,3,310,0,0,160,100,8,103.5946
16,13.19999695,20.00708008,3,325,0,0,230,100,8,107.4861
17,13.3999939,20.00708008,3,340,0,0,300,100,8,107.2025
18,13.75,20.00708008,2.5,175,0,0,445,100,8,105.5667
19,14.09999847,20.00708008,2,10,0,0,590,100,8,103.9753
20,14.54999542,20.00708008,2.5,10,0,0,665,99.5,8,98.7514
21,15,20.00708008,3,10,0,0,740,99,8,96.8333
22,15.54999542,20.00708008,3,185,0,0,830,96.5,8,95.6826
23,16.09999084,20.00708008,3,360,0,0,920,94,8,92.477
24,17,20.00708008,2.5,185,0,0,1445,90,7,94.5271
25,17.8999939,20.00708008,2,10,0,0,1970,86,5,96.3042
26,19.1499939,20.00708008,1.5,130,0,0,2465,80.5,4,94.6577
27,20.3999939,20.00708008,1,250,0,0,2960,75,3,89.8545
28,21.34999084,20.00708008,1,155,0,0,3000,72.5,3,88.6805
29,22.29998779,20.00708008,1,60,0,0,3040,70,2,88.1658
30,22.79998779,20.00708008,1,45,0,0,2955,70,3,86.8421
31,23.29998779,20.00708008,1,30,0,0,2870,70,3,88.77
32,23.75,20.00708008,1,20,0,0,2695,68.5,3,94.604
33,24.19999695,20.00708008,1,10,0,0,2520,67,2,103.5736
34,24.5,20.00708008,1.5,30,0,0,2290,66,2,116.9102
35,24.79998779,20.00708008,2,50,0,0,2060,65,2,127.1627
36,24.54998779,20.00708008,2.5,40,0,0,1665,66,3,134.6713
37,24.29998779,20.00708008,3,30,0,0,1270,67,3,137.9299
38,24.19999695,20.00708008,3,35,0,0,1090,66.5,3,139.0877
39,24.09999084,20.00708008,3,40,0,0,910,66,2,136.8862
40,23.44999695,20.00708008,2.5,40,0,0,700,70,3,135.5184
41,22.79998779,20.00708008,2,40,0,0,490,74,4,134.1361
42,22.04998779,20.00708008,1.5,50,0,0,315,78.5,3,134.3148
43,21.29998779,20.00708008,1,60,0,0,140,83,2,138.9687
44,20.09999084,20.00708008,1,60,0,0,70,86.5,2,142.2575
45,18.8999939,20.00708008,1,60,0,0,0,90,1,139.9927
46,18.1499939,20.00708008,1,55,0,0,0,95,1,124.41
47,17.3999939,20.00708008,1,50,0,0,0,100,1,104.6013
48,16.84999084,20.00708008,2,35,0,0,0,100,1,89.2767
1,16.29998779,20.88397217,3,20,0,0,0,100,1,76.0451
2,16,20.88397217,3,185,0,0,0,100,2,68.0853
3,15.69999695,20.88397217,3,350,0,0,0,100,2,64.9678
4,15.69999695,20.88397217,3,350,0,0,0,100,2,57.7485
5,14.5,20.88397217,1,10,0,0,0,100,1,56.2411
6,14.19999695,20.88397217,1.5,15,0,0,0,100,2,53.8767
7,13.8999939,20.88397217,2,20,0,0,0,100,2,53.1717
8,13.5,20.88397217,2.5,20,0,0,0,100,2,53.5979
9,13.09999847,20.88397217,3,20,0,0,0,100,2,52.547
10,12.94999695,20.88397217,3,15,0,0,0,100,4,52.2236
11,12.79999542,20.88397217,3,10,0,0,0,100,6,54.2419
12,12.8999939,20.88397217,4,15,0,0,20,100,7,58.2914
13,13,20.88397217,5,20,0,0,40,100,8,69.9112
14,13.19999695,20.88397217,4,30,0,0,175,100,8,84.8709
15,13.3999939,20.88397217,3,40,0,0,310,100,7,102.973
16,14.04999542,20.88397217,3.5,40,0,0,600,95.5,4,108.2286
17,14.69999695,20.88397217,4,40,0,0,890,91,1,108.9478
18,15.5,20.88397217,4,50,0,0,1185,86.5,1,107.0121
19,16.29998779,20.88397217,4,60,0,0,1480,82,1,104.6241
20,17.1499939,20.88397217,4,50,0,0,1805,77.5,1,101.2553
21,18,20.88397217,4,40,0,0,2130,73,1,98.2476
22,19,20.88397217,4.5,40,0,0,2410,71,1,96.0739
23,20,20.88397217,5,40,0,0,2690,69,1,93.3505
24,21.09999084,20.88397217,4.5,45,0,0,2880,62.5,1,97.7356
25,22.19999695,20.88397217,4,50,0,0,3070,56,1,99.6539
26,22.8999939,20.88397217,4.5,60,0,0,3180,52,1,96.9729
27,23.59999084,20.88397217,5,70,0,0,3290,48,1,90.9931
28,23.8999939,20.88397217,5,75,0,0,3290,50,1,89.1578
29,24.19999695,20.88397217,5,80,0,0,3290,52,1,89.4531
30,24.04998779,20.88397217,5.5,70,0,0,3205,50.5,1,88.1244
31,23.8999939,20.88397217,6,60,0,0,3120,49,0,88.4283
32,23.94999695,20.88397217,6,65,0,0,2965,48.5,1,94.5413
33,24,20.88397217,6,70,0,0,2810,48,1,102.4827
34,23.8999939,20.88397217,5.5,70,0,0,2580,47,1,113.0595
35,23.79998779,20.88397217,5,70,0,0,2350,46,0,122.4935
36,23.44999695,20.88397217,5,70,0,0,2080,45.5,0,128.2169
37,23.09999084,20.88397217,5,70,0,0,1810,45,0,131.9349
38,22.54998779,20.88397217,5,75,0,0,1520,42.5,1,132.5094
39,22,20.88397217,5,80,0,0,1230,40,1,128.8415
40,21.34999084,20.88397217,5,75,0,0,935,45,1,127.166
41,20.69999695,20.88397217,5,70,0,0,640,50,0,125.4683
42,19.59999084,20.88397217,4.5,65,0,0,410,56,0,124.4922
43,18.5,20.88397217,4,60,0,0,180,62,0,127.1002
44,17.54998779,20.88397217,3.5,45,0,0,90,65.5,0,132.4622
45,16.59999084,20.88397217,3,30,0,0,0,69,0,130.5712
46,16.04998779,20.88397217,3.5,40,0,0,0,72.5,0,119.4002
47,15.5,20.88397217,4,50,0,0,0,76,0,105.4688
48,14.94999695,20.88397217,3.5,50,0,0,0,76,1,92.1749
1,14.3999939,21.14898682,3,50,0,0,0,76,1,80.1057
2,13.84999847,21.14898682,3,50,0,0,0,79.5,1,71.3854
3,13.29999542,21.14898682,3,50,0,0,0,83,0,67.713
4,13.29999542,21.14898682,3,50,0,0,0,83,0,58.0048
5,12.5,21.14898682,3,40,0,0,0,89,1,56.4176
6,12.04999542,21.14898682,2.5,35,0,0,0,92,1,53.6798
7,11.59999847,21.14898682,2,30,0,0,0,95,1,52.4962
8,11.6499939,21.14898682,2.5,30,0,0,0,94.5,1,51.9755
9,11.69999695,21.14898682,3,30,0,0,0,94,1,52.855
10,11.5,21.14898682,2.5,35,0,0,0,91.5,1,50.1625
11,11.29999542,21.14898682,2,40,0,0,0,89,1,53.3831
12,11.04999542,21.14898682,2,190,0,0,35,89.5,1,53.9544
13,10.79999542,21.14898682,2,340,0,0,70,90,1,59.2689
14,11.84999847,21.14898682,2.5,180,0,0,275,87.5,1,66.3569
15,12.8999939,21.14898682,3,20,0,0,480,85,0,77.356
16,13.8999939,21.14898682,3,35,0,0,775,83,1,89.8763
17,14.8999939,21.14898682,3,50,0,0,1070,81,1,99.2234
18,15.6499939,21.14898682,3.5,45,0,0,1370,79,1,114.1519
19,16.3999939,21.14898682,4,40,0,0,1670,77,1,116.6546
20,17.54998779,21.14898682,4,45,0,0,1950,74,1,116.2942
21,18.69999695,21.14898682,4,50,0,0,2230,71,0,113.9995
22,19.3999939,21.14898682,4.5,50,0,0,2470,68,1,108.6817
23,20.09999084,21.14898682,5,50,0,0,2710,65,1,108.4514
24,21.19999695,21.14898682,5.5,60,0,0,2885,61,1,107.0455
25,22.29998779,21.14898682,6,70,0,0,3060,57,1,106.4545
26,22.69999695,21.14898682,6,80,0,0,3160,53.5,1,105.317
27,23.09999084,21.14898682,6,90,0,0,3260,50,0,105.0861
28,23.34999084,21.14898682,6,80,0,0,3270,50,0,98.3796
29,23.59999084,21.14898682,6,70,0,0,3280,50,0,98.7829
30,23.5,21.14898682,6,70,0,0,3210,51,0,97.2983
31,23.3999939,21.14898682,6,70,0,0,3140,52,0,95.744
32,23.54998779,21.14898682,5.5,65,0,0,2965,52.5,2,96.4452
33,23.69999695,21.14898682,5,60,0,0,2790,53,4,100.8194
34,23.59999084,21.14898682,5.5,65,0,0,2560,53,2,108.2617
35,23.5,21.14898682,6,70,0,0,2330,53,0,118.4285
36,23.34999084,21.14898682,6,65,0,0,2060,52,0,123.5752
37,23.19999695,21.14898682,6,60,0,0,1790,51,0,129.2801
38,22.44999695,21.14898682,6,50,0,0,1500,52,0,130.8206
39,21.69999695,21.14898682,6,40,0,0,1210,53,0,128.1231
40,20.69999695,21.14898682,5.5,40,0,0,930,53.5,0,126.332
41,19.69999695,21.14898682,5,40,0,0,650,54,0,123.498
